,fov,round,ch,zplane,path,sha256,xc_min,xc_max,yc_min,yc_max,zc_min,zc_max,tile_width,tile_height
0,0,0,0,0,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z000_t000_p003.png,0423469e82763012c721ff04b3ea4469e2e5399578c5dd33e65982a30a5c843a,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1679.5465100000001,1679.5465100000001,2048,2048
1,0,0,0,1,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z001_t000_p003.png,8c0dbc57bd0e69f910e5718e167687c1c4afabac0270005cd73231482a6cd8d5,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1680.5465100000001,1680.5465100000001,2048,2048
2,0,0,0,2,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z002_t000_p003.png,df07b4e18667cacd70fdb9dfb2c919a3804ca95ad6066e95560a1337a40231fb,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1681.5465100000001,1681.5465100000001,2048,2048
3,0,0,0,3,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z003_t000_p003.png,64006ca63d2f09015743b8111b5d1fee3b7718851b63704d9fd7e3fb40b9421c,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1682.5465100000001,1682.5465100000001,2048,2048
4,0,0,0,4,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z004_t000_p003.png,b98dccee7c40e7a8ec326cec503b1fd66e36370dcb46a506c0532ee0f3276aba,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1683.5465100000001,1683.5465100000001,2048,2048
5,0,0,0,5,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z005_t000_p003.png,e0e257c38ff6a46d4f5255df14041c5e02a97a0f720fdedbffcea26051323e8f,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1684.5465100000001,1684.5465100000001,2048,2048
6,0,0,0,6,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z006_t000_p003.png,dd41be186d184f199838d6b2f665d3d1e295106eb731193cd3b17101c44d0373,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1685.5465100000001,1685.5465100000001,2048,2048
7,0,0,0,7,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z007_t000_p003.png,430136e658d1599524d9b051c8bdf5c5d65fdc8ce1a3c4179b8901d2ae8fa699,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1686.5465100000001,1686.5465100000001,2048,2048
8,0,0,0,8,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z008_t000_p003.png,de33b737565475abf648556f0277ff3a2ab6c4e641c1f58143899208ae56ce4c,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1687.5465100000001,1687.5465100000001,2048,2048
9,0,0,0,9,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z009_t000_p003.png,bf94f7dfb12f16205b089c89dcfe2497af00a1e7d954ebdce1b0394aeffb3a87,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1688.5465100000001,1688.5465100000001,2048,2048
10,0,0,0,10,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c001_z010_t000_p003.png,0eed52265363ff1e4d99c34f5ffdb5e66376dcd310be8d37f2c81635f8905f03,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1689.5465100000001,1689.5465100000001,2048,2048
