,fov,round,ch,zplane,path,sha256,xc_min,xc_max,yc_min,yc_max,zc_min,zc_max,tile_width,tile_height
0,0,0,0,0,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z000_t000_p003.png,2b9872ca964f27d5d5cff1e41e9966f9810704928ae12c35c84f4b359b788994,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1679.5465100000001,1679.5465100000001,2048,2048
1,0,0,0,1,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z001_t000_p003.png,cfb1a595f6292c2bea7a12051ffedc8c1c1a0ab6284e4a12fba01369cb42c24b,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1680.5465100000001,1680.5465100000001,2048,2048
2,0,0,0,2,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z002_t000_p003.png,894f0fa931f6e1e0e42beac94348e2e505920e52ad6dd0e73cfd3257c9bc688d,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1681.5465100000001,1681.5465100000001,2048,2048
3,0,0,0,3,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z003_t000_p003.png,21d336199bdbda3da85c351ca1623188c6dfe25994d9e945bd2ad7254eaab559,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1682.5465100000001,1682.5465100000001,2048,2048
4,0,0,0,4,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z004_t000_p003.png,3eb38c61781d0504c316fff959d645b64c404ac2a4a67e09e7153571ff7d438c,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1683.5465100000001,1683.5465100000001,2048,2048
5,0,0,0,5,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z005_t000_p003.png,fda648a4c7c05bee7f2f6b22a9c8ca94ad64051ba4f646852d1005dbc93a713e,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1684.5465100000001,1684.5465100000001,2048,2048
6,0,0,0,6,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z006_t000_p003.png,8fac0a4ca862ef3ae4fb9aca5105aff0f379e68dd83bc45c9204e534c2fa8b24,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1685.5465100000001,1685.5465100000001,2048,2048
7,0,0,0,7,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z007_t000_p003.png,caeb7d9c37cadcbd053382da298662c39d3715f445d3f1f9673c1a3ce47efbdc,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1686.5465100000001,1686.5465100000001,2048,2048
8,0,0,0,8,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z008_t000_p003.png,2fc71b81f356baba531fa8d552daca69485367e479b997143e44a4e2623f33e4,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1687.5465100000001,1687.5465100000001,2048,2048
9,0,0,0,9,raw_frames/ISP-2019-05-28-14-30-00-0001/im_c000_z009_t000_p003.png,413d5175296968dce627bf75b62964fd5c93bf04f1be21d592ed247f918df581,19980.48828125,20504.90428125,39338.15234375,39862.56834375,1688.5465100000001,1688.5465100000001,2048,2048
